Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Inactive_Date,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Average_work_Time,Average_late_hours,Average_leave_early_hours,Project_Codes,absent count,Average Salary
2168,Mr,Male,Married,9/13/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1966.0,9.51,0.48,0.03,{203.0},8.0,29991.0
2193,Mr,Male,Married,10/5/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,9.47,-0.47,-0.0,{179.2},0.0,16650.0
2195,Mr,Male,Married,10/7/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,9.64,-0.32,-0.31,{193.0},0.0,22500.0
2196,Mr,Male,Single,10/4/2021,3/18/2022,Inactive,3/18/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,9.74,-0.04,-0.7,{193.0},2.0,19237.0
2197,Mr,Male,Single,10/1/2021,11/1/2021,Inactive,11/1/2021,Staff,Contarct Basis,Buddhist,Account Executive,1998.0,8.05,0.57,-0.79,{1.0},0.0,921.0
2200,Mr,Male,Married,10/8/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961.0,9.55,-0.34,-0.21,{179.2},1.0,27364.0
2204,Mr,Male,Married,10/9/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,10.26,-1.06,-0.2,{179.2},0.0,25392.0
2207,Mr,Male,Married,9/13/2021,4/30/2022,Inactive,4/30/2022,Staff,Contarct Basis,Buddhist,Driver,1969.0,12.59,0.17,-3.67,{179.2},0.0,46625.0
2208,Mr,Male,Married,10/11/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996.0,9.85,0.28,-2.12,"{205.0, 179.2, 189.0, 206.0}",4.0,73592.0
2209,Mr,Male,Married,10/11/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996.0,10.4,0.52,-2.66,"{169.0, 179.2, 205.0}",1.0,66407.0
2210,Ms,Female,Single,10/12/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1996.0,8.99,-0.85,0.14,{1.0},0.0,32107.0
2211,Ms,Female,Single,10/12/2021,11/9/2021,Inactive,11/9/2021,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1997.0,9.29,-0.03,-1.26,{1.0},0.0,9995.0
2214,Mr,Male,Married,10/13/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,9.61,-0.31,-0.3,{179.2},0.0,22082.0
2216,Mr,Male,Married,10/13/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,10.12,-0.24,-0.88,{193.0},0.0,3500.0
2217,Mr,Male,Married,10/12/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961.0,10.03,-0.43,-0.6,{193.0},0.0,18000.0
2220,Ms,Female,Single,8/2/2021,\N,Active,\N,Management,Contarct Basis,Hindu,Construction Manager,1963.0,6.92,0.45,1.13,{1.0},3.0,NA
2221,Mr,Male,Married,10/14/2021,3/24/2022,Inactive,3/24/2022,Labour,Contarct Basis,Buddhist,Mason,1982.0,9.66,-0.38,-0.28,{179.2},0.0,46308.0
2225,Mr,Male,Married,10/14/2021,3/31/2022,Inactive,3/31/2022,Management,Contarct Basis,Buddhist,Manager Contract,1987.0,8.98,0.28,-1.33,{1.0},2.0,234767.0
2228,Mr,Male,Married,10/21/2021,2/28/2022,Inactive,2/28/2022,Labour,Contarct Basis,Buddhist,Fitter,1974.0,10.08,-0.31,-0.09,{198.1},1.0,45932.0
2229,Mr,Male,Married,10/11/2021,10/24/2021,Inactive,10/24/2021,Staff,Contarct Basis,Buddhist,Site Engineer,1981.0,10.39,-0.41,-1.79,{193.0},0.0,33248.0
2230,Mr,Male,Married,10/22/2021,5/5/2022,Inactive,5/5/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,9.54,-0.4,-0.14,{179.2},0.0,21546.0
2231,Mr,Male,Single,10/22/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,9.48,-0.42,-0.06,{179.2},0.0,18267.0
2233,Mr,Male,Married,10/18/2021,8/31/2022,Inactive,8/31/2022,Staff,Contarct Basis,Buddhist,Driver,1964.0,11.82,-1.32,-1.34,"{179.2, 179.1}",0.0,38162.0
2236,Mr,Male,Married,10/25/2021,11/14/2021,Inactive,11/14/2021,Staff,Contarct Basis,Buddhist,Assistant Manager Procurement,1983.0,8.58,0.1,-0.61,{1.0},0.0,38055.0
2238,Mr,Male,Single,10/25/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995.0,9.99,-0.1,-1.43,{193.0},8.0,75572.0
2246,Mr,Male,Married,10/5/2021,4/28/2022,Inactive,4/28/2022,Labour,Contarct Basis,Buddhist,Surveyor Helper,1958.0,8.95,-0.24,0.29,{179.1},1.0,18214.0
2247,Mr,Male,Married,10/1/2021,3/29/2022,Inactive,3/29/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,10.9,-0.64,-1.26,{197.0},0.0,23220.0
2250,Mr,Male,Married,10/25/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,NA,NA,NA,NA,NA,NA
2254,Mr,Male,Married,10/1/2021,6/24/2022,Inactive,6/24/2022,Labour,Contarct Basis,Buddhist,Cook,1982.0,10.53,-1.32,-0.21,{196.0},0.0,27257.0
2255,Mr,Male,Single,10/15/2021,2/25/2022,Inactive,2/25/2022,Labour,Contarct Basis,Buddhist,Fitter,1983.0,9.96,-0.83,-0.13,{196.0},3.0,39345.0
2256,Mr,Male,Single,10/19/2021,11/15/2021,Inactive,11/15/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,10.62,-0.62,-1.0,{196.0},0.0,9900.0
2257,Mr,Male,Single,10/19/2021,3/18/2022,Inactive,3/18/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,9.79,-0.26,-0.53,{196.0},2.0,15340.0
2258,Mr,Male,Married,10/27/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Bar Bender,1981.0,9.56,-0.31,-0.25,{198.1},0.0,12564.0
2259,Mr,Male,Married,10/25/2021,4/25/2022,Inactive,4/25/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,12.53,-0.65,-2.87,{188.0},0.0,27085.0
2260,Mr,Male,Married,10/25/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,12.27,-0.58,-2.68,{188.0},0.0,18477.0
2262,Mr,Male,Married,10/25/2021,4/25/2022,Inactive,4/25/2022,Labour,Contarct Basis,Buddhist,Fitter,1997.0,12.52,-0.6,-2.92,{188.0},0.0,25537.0
2263,Mr,Male,Married,10/25/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0,12.28,-0.56,-2.71,{188.0},0.0,22677.0
2264,Mr,Male,Married,10/25/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Fitter,1974.0,12.58,-0.61,-2.98,{188.0},1.0,33247.0
2265,Mr,Male,Married,10/25/2021,4/6/2022,Inactive,4/6/2022,Labour,Contarct Basis,Catholic,Unskilled Labor,1964.0,12.15,-0.57,-2.59,{188.0},0.0,24270.0
2267,Mr,Male,Married,10/16/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951.0,12.32,-0.91,-2.3,{205.0},2.0,53921.0
2268,Mr,Male,Single,10/27/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,9.78,0.07,-0.86,{205.0},6.0,48274.0
2275,Mr,Male,Married,10/2/2021,1/13/2022,Inactive,1/13/2022,Labour,Contarct Basis,Buddhist,Caretaker,1953.0,23.0,-0.29,3.85,{205.0},0.0,29183.0
2276,Mr,Male,Married,11/1/2021,5/9/2022,Inactive,5/9/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1959.0,9.45,-0.33,-0.12,{179.2},0.0,45978.0
2277,Ms,Female,Single,11/1/2021,3/31/2022,Inactive,3/31/2022,Staff,Contarct Basis,Buddhist,Data Entry Operator,2001.0,8.27,-0.08,-0.28,{1.0},0.0,17333.0
2278,Mr,Male,Married,11/1/2021,3/12/2022,Inactive,3/12/2022,Staff,Contarct Basis,Buddhist,Trainee Engineer,1996.0,9.91,0.32,-1.8,"{205.0, 189.0}",5.0,45000.0
2279,Mr,Male,Married,10/26/2021,\N,Active,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1982.0,10.83,-0.29,-1.54,{195.0},0.0,36085.0
2291,Mr,Male,Married,11/5/2021,1/27/2022,Inactive,1/27/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,9.0,-0.47,-0.03,{1.0},0.0,NA
2296,Mr,Male,Married,11/9/2021,3/29/2022,Inactive,3/29/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990.0,9.52,-0.48,-0.04,{179.2},0.0,21480.0
2297,Mr,Male,Married,11/8/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,10.31,-0.99,-0.32,{179.2},0.0,26445.0
2299,Mr,Male,Married,11/9/2021,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0,9.65,-0.39,-0.26,{179.2},0.0,24655.0
2300,Mr,Male,Married,11/4/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1952.0,10.45,-0.63,-0.82,{196.0},0.0,23372.0
2301,Mr,Male,Married,11/4/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,10.07,-0.28,-0.79,{196.0},1.0,8325.0
2302,Mr,Male,Married,11/4/2021,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,10.09,-0.32,-0.77,{196.0},0.0,27602.0
2310,Mr,Male,Single,11/10/2021,4/20/2022,Inactive,4/20/2022,Labour,Contarct Basis,Buddhist,Surveyor Helper,1997.0,8.66,-0.12,0.46,{179.1},0.0,15083.0
2314,Mr,Male,Married,11/11/2021,11/18/2021,Inactive,11/18/2021,Staff,Contarct Basis,Buddhist,Driver,1992.0,11.3,-0.58,-2.92,{1.0},1.0,NA
2320,Mr,Male,Married,11/16/2021,2/9/2022,Inactive,2/9/2022,Labour,Contarct Basis,Buddhist,Skilled Labor,1990.0,8.97,-0.03,0.07,{198.1},1.0,5625.0
2321,Mr,Male,Married,11/16/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,9.52,-0.11,-0.41,{198.1},1.0,25206.0
2322,Mr,Male,Married,11/15/2021,2/20/2022,Inactive,2/20/2022,Labour,Contarct Basis,Buddhist,Pipe Fitter,2000.0,10.3,-0.5,-0.79,{189.0},3.0,39904.0
2324,Mr,Male,Married,11/20/2021,2/1/2022,Inactive,2/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,9.23,-0.24,0.01,{179.2},0.0,12987.0
2325,Ms,Female,Single,11/15/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993.0,8.5,-0.11,0.01,"{193.0, 179.1}",4.0,35644.0
2327,Mr,Male,Married,11/23/2021,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0,9.74,-0.34,-0.4,{179.2},0.0,21385.0
2328,Mr,Male,Single,11/22/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,9.85,-0.05,-0.8,{193.0},0.0,5250.0
2329,Mr,Male,Married,11/22/2021,12/21/2022,Inactive,12/21/2022,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1995.0,9.43,0.37,-1.68,{203.0},0.0,82138.0
2330,Mr,Male,Married,11/15/2021,6/3/2022,Inactive,6/3/2022,Staff,Contarct Basis,Buddhist,Sociologist,1962.0,8.95,-0.44,0.01,{179.1},0.0,37725.0
2331,Mr,Male,Married,11/24/2021,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0,9.63,-0.22,-0.41,{179.2},1.0,21820.0
2332,Ms,Female,Married,11/10/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,9.59,-0.72,0.13,{203.0},0.0,31587.0
2333,Mr,Male,Married,11/26/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,9.42,-0.19,-0.23,{179.2},0.0,19475.0
2334,Mr,Male,Married,11/26/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0,9.76,-0.4,-0.37,{179.2},0.0,21916.0
2337,Mr,Male,Married,11/29/2021,2/15/2022,Inactive,2/15/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,9.67,-0.36,-0.31,{179.2},0.0,18687.0
2339,Mr,Male,Single,11/29/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993.0,9.69,0.04,-1.2,{196.0},2.0,91957.0
2341,Mr,Male,Married,11/29/2021,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,9.27,-0.07,-0.2,{198.1},0.0,26313.0
2342,Mr,Male,Married,12/1/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Mason,1976.0,9.83,-0.42,-0.41,{179.2},0.0,36880.0
2343,Mr,Male,Married,12/2/2021,3/26/2022,Inactive,3/26/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,9.71,-0.41,-0.3,{179.2},0.0,21106.0
2346,Ms,Female,Single,12/1/2021,4/9/2022,Inactive,4/9/2022,Staff,Contarct Basis,Buddhist,Account Executive,1993.0,9.77,0.06,-1.88,{1.0},0.0,46823.0
2348,Mr,Male,Married,12/3/2021,2/28/2022,Inactive,2/28/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996.0,9.75,0.03,-0.09,{198.1},0.0,33701.0
2350,Mr,Male,Single,12/6/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,9.87,0.0,-0.87,{196.0},1.0,1390.0
2360,Mr,Male,Married,12/9/2021,2/27/2022,Inactive,2/27/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1985.0,9.91,-0.1,-0.13,{198.1},0.0,34835.0
2361,Mr,Male,Single,12/9/2021,2/27/2022,Inactive,2/27/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001.0,9.93,-0.09,-0.14,{198.1},1.0,33445.0
2364,Mr,Male,Single,12/10/2021,2/26/2022,Inactive,2/26/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001.0,9.89,0.04,-0.2,{198.1},1.0,32681.0
2368,Mr,Male,Married,12/11/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Labour,1991.0,9.28,0.01,-0.79,{1.0},0.0,NA
2369,Mr,Female,Single,12/11/2021,3/17/2022,Inactive,3/17/2022,Labour,Contarct Basis,Hindu,Lab Helper,1995.0,12.47,-0.39,-2.51,{201.0},0.0,30480.0
2370,Mr,Male,Single,12/12/2021,11/16/2022,Inactive,11/16/2022,Labour,Contarct Basis,Buddhist,Bobcat Operator,1993.0,11.54,-0.12,-1.94,{201.0},4.0,53694.0
2372,Mr,Male,Single,12/14/2021,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,9.54,-0.18,-0.37,{179.2},0.0,25125.0
2376,Mr,Male,Married,12/15/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970.0,12.4,-0.53,-3.33,{193.0},2.0,57307.0
2379,Mr,Male,Married,12/16/2021,2/12/2022,Inactive,2/12/2022,Labour,Contarct Basis,Buddhist,Technical Officer,1989.0,9.77,-0.31,-1.28,{179.2},0.0,38745.0
2380,Mr,Male,Single,12/17/2021,5/17/2022,Inactive,5/17/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2006.0,9.81,-0.45,-0.36,{193.0},0.0,23733.0
2381,Mr,Male,Married,12/13/2021,4/11/2022,Inactive,4/11/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,9.85,-0.35,-0.5,{193.0},1.0,13306.0
2382,Mr,Male,Married,12/15/2021,5/31/2022,Inactive,5/31/2022,Labour,Contarct Basis,Buddhist,Operator - JCB,2000.0,9.59,-0.26,-0.34,{196.0},1.0,35468.0
2383,Mr,Male,Married,12/13/2021,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,10.18,-0.63,-0.56,{197.0},0.0,17745.0
2384,Mr,Male,Married,12/20/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1964.0,9.51,-0.06,-0.85,"{1.0, 205.0, 189.0}",4.0,55033.0
2386,Mr,Male,Married,12/15/2021,4/5/2022,Inactive,4/5/2022,Labour,Contarct Basis,Buddhist,Skilled Labor,1993.0,11.55,0.0,-2.55,{199.1},0.0,38009.0
2387,Mr,Male,Single,12/18/2021,11/30/2022,Inactive,11/30/2022,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991.0,12.17,-0.19,-2.98,{199.1},0.0,52395.0
2388,Mr,Male,Single,12/17/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Hindu,Semi Skilled Labor,2000.0,11.0,0.17,-2.18,{199.1},6.0,13180.0
2389,Mr,Male,Single,12/20/2021,3/12/2022,Inactive,3/12/2022,Staff,Contarct Basis,Buddhist,Trainee Engineer,1999.0,9.09,0.23,-0.39,"{1.0, 179.2}",0.0,14750.0
2393,Mr,Male,Single,12/23/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Supervisor,1998.0,9.46,0.16,-1.41,"{179.1, 196.0, 179.2}",2.0,37176.0
2394,Mr,Male,Married,12/20/2021,2/24/2022,Inactive,2/24/2022,Labour,Contarct Basis,Buddhist,Fitter,1966.0,10.6,-0.47,-1.13,{193.0},0.0,37316.0
2396,Mr,Male,Single,12/23/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0,9.42,-0.2,-0.22,{197.0},0.0,32425.0
2397,Mr,Male,Single,12/20/2021,3/2/2022,Inactive,3/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,10.4,-0.49,-0.91,{197.0},0.0,14808.0
2398,Mr,Male,Single,12/1/2021,3/2/2022,Inactive,3/2/2022,Labour,Contarct Basis,Buddhist,Fitter,1996.0,10.6,-0.55,-1.05,{197.0},0.0,30227.0
2399,Mr,Male,Single,12/27/2021,\N,Active,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1996.0,9.35,-0.04,-0.31,{198.1},0.0,7140.0
2401,Mr,Male,Married,12/27/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,10.23,0.01,0.26,{197.0},0.0,NA
2404,Mr,Male,Married,1/3/2022,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Mason,1965.0,9.64,-0.28,-0.36,{179.2},0.0,34475.0
2406,Mr,Male,Married,12/7/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Surveyor,1979.0,9.84,-0.11,-1.4,{206.0},3.0,126626.0
2408,Mr,Male,Married,1/4/2022,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,9.64,-0.27,-0.37,{179.2},0.0,28408.0
2410,Mr,Male,Married,12/20/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Welder,1974.0,10.95,-0.12,-1.84,{199.1},0.0,60280.0
2411,Mr,Male,Single,1/3/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Fitter,1996.0,10.51,-0.42,-1.09,{193.0},0.0,12000.0
2427,Mr,Male,Single,1/3/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0,10.66,0.0,-2.43,"{198.1, 182.0}",3.0,74680.0
2428,Mr,Male,Married,1/1/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Material Engineer,1983.0,9.85,-0.09,-1.3,{206.0},5.0,120430.0
2430,Mr,Male,Single,1/1/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996.0,10.84,1.05,-4.26,"{201.0, 198.1}",10.0,58065.0
2431,Mr,Male,Single,1/6/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,11.29,-0.49,-1.72,{193.0},3.0,39000.0
2432,Mr,Male,Married,1/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Security,1970.0,12.99,-0.58,-0.41,{202.0},14.0,34175.0
2433,Ms,Female,Single,1/6/2022,5/3/2022,Inactive,5/3/2022,Labour,Contarct Basis,Buddhist,Data Colector,1998.0,8.43,-0.03,0.6,{179.1},0.0,14100.0
2435,Mr,Male,Married,1/6/2022,6/17/2022,Inactive,6/17/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,10.0,-0.48,-0.52,{196.0},0.0,26356.0
2437,Mr,Male,Married,1/6/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Fitter,1961.0,10.0,-0.5,-0.5,{197.0},0.0,6194.0
2441,Mr,Male,Married,1/10/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,10.55,-0.52,-1.03,{189.0},1.0,10980.0
2446,Mr,Male,Single,1/11/2022,7/26/2022,Inactive,7/26/2022,Staff,Contarct Basis,Buddhist,Data Entry Operator,1999.0,8.33,0.09,-0.33,{1.0},1.0,18333.0
2447,Mr,Male,Married,1/13/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0,NA,NA,NA,NA,NA,NA
2451,Mr,Male,Single,1/11/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,9.77,-0.08,-0.5,{193.0},1.0,NA
2452,Mr,Male,Single,1/13/2022,2/20/2022,Inactive,2/20/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,10.52,-0.46,-1.06,{189.0},1.0,32005.0
2453,Mr,Male,Single,1/3/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1999.0,9.94,-0.42,-0.52,{206.0},3.0,44005.0
2454,Mr,Male,Married,1/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1990.0,10.36,-0.17,-1.18,{206.0},5.0,44238.0
2455,Mr,Male,Single,1/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Lab Assistant,1989.0,11.57,-0.41,-2.15,{206.0},2.0,48216.0
2457,Mr,Male,Single,1/18/2022,2/12/2022,Inactive,2/12/2022,Labour,Contarct Basis,Buddhist,Helper,2002.0,10.6,-0.74,-1.36,{1.0},0.0,NA
2459,Mr,Male,Married,1/21/2022,4/10/2022,Inactive,4/10/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,9.59,-0.27,-0.32,{179.2},0.0,17462.0
2460,Mr,Male,Married,1/5/2022,2/9/2022,Inactive,2/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0,10.08,-0.53,-0.55,{193.0},0.0,14250.0
2461,Mr,Male,Married,1/1/2022,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986.0,8.77,0.13,-0.43,"{179.1, 196.0, 198.1}",5.0,60390.0
2462,Mr,Male,Single,1/24/2022,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Driver - cab,1996.0,10.36,-0.58,-0.78,{179.2},0.0,22616.0
2466,Mr,Male,Married,1/21/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,9.83,-0.54,-0.29,{196.0},1.0,13208.0
2467,Mr,Male,Single,1/11/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,9.95,-0.45,-0.5,{193.0},0.0,NA
2468,Mr,Male,Single,1/25/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,12.29,-0.18,-3.11,{199.1},0.0,59182.0
2469,Mr,Male,Married,1/25/2022,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0,10.37,-1.13,-0.24,{179.2},0.0,14387.0
2470,Mr,Male,Married,1/25/2022,2/26/2022,Inactive,2/26/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,10.25,-0.44,-0.81,{193.0},0.0,7500.0
2473,Mr,Male,Married,1/24/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,9.91,-0.46,-0.45,{196.0},1.0,20419.0
2474,Mr,Male,Married,1/25/2022,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0,9.97,-0.27,-0.71,{196.0},0.0,12107.0
2476,Mr,Male,Married,1/10/2022,3/2/2022,Inactive,3/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990.0,10.28,-0.05,-1.23,{203.0},0.0,18396.0
2477,Mr,Male,Married,1/27/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,11.62,-1.31,-1.31,"{193.0, 195.0}",2.0,27668.0
2478,Mr,Male,Married,1/14/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Security,1955.0,16.75,-0.05,3.91,{205.0},0.0,50600.0
2480,Mr,Male,Married,1/31/2022,4/17/2022,Inactive,4/17/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,10.28,-0.04,-0.88,{198.1},0.0,24172.0
2481,Mr,Male,Married,1/29/2022,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Mechanic,1990.0,9.84,-0.09,-0.75,{198.1},0.0,12422.0
2482,Mr,Male,Single,1/25/2022,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Fitter,1999.0,9.79,-0.4,-0.39,{196.0},0.0,23240.0
2483,Mr,Male,Married,1/29/2022,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,9.76,-0.44,-0.31,{196.0},0.0,19510.0
2484,Ms,Female,Married,1/1/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1998.0,9.25,-0.2,-0.05,{196.0},2.0,24493.0
2485,Ms,Female,Married,1/4/2022,\N,Active,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1996.0,9.24,-0.17,-0.08,{196.0},2.0,26737.0
2486,Mr,Male,Single,1/19/2022,4/28/2022,Inactive,4/28/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,9.05,0.05,-0.1,{203.0},0.0,27175.0
2487,Mr,Male,Married,2/1/2022,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964.0,10.06,-0.76,-0.31,{179.2},0.0,20783.0
